OTU ID	SRR6286327	SRR6286328	SRR6286329	SRR6286330	SRR6286331	SRR6286332	SRR6286333	SRR6286334	SRR6286335	SRR6286336	SRR6286337	SRR6286338	SRR6286339	SRR6286340	SRR6286341	SRR6286342	SRR6286343	SRR6286344	SRR6286345	SRR6286346	SRR6286347	SRR6286348	SRR6286349	SRR6286350
Asv3717	5	3	0	2	3	3	3	12	13	1	7	6	12	3	3	1	6	5	1	7	4	5	5	3
Asv3718	11	11	6	1	1	12	0	3	14	6	4	15	13	10	4	1	0	0	11	1	17	39	8	13
Asv3719	0	6	1	2	1	0	0	0	4	1	0	6	2	3	0	0	0	0	11	0	4	0	7	0
Asv372	94	87	47	66	47	71	24	42	49	51	37	93	43	73	31	29	21	12	86	23	95	108	117	71
Asv3720	0	5	2	6	5	1	5	0	1	2	1	1	1	4	3	5	4	4	4	4	2	0	7	1
Asv3721	2	3	2	4	5	1	9	1	3	3	2	2	2	2	4	4	4	4	4	5	5	2	7	1
Asv3722	0	2	2	5	0	0	2	1	3	2	2	2	2	0	2	2	2	6	2	3	4	0	5	0
Asv3723	0	0	0	7	3	0	17	0	0	0	0	1	0	0	0	6	17	16	0	17	0	0	0	0
Asv3724	2	13	5	10	11	1	2	3	6	10	4	7	6	8	5	3	1	6	8	6	19	1	11	2
Asv3725	1	0	1	0	0	0	2	3	1	3	0	1	4	2	1	0	0	0	3	0	1	2	0	2
Asv3726	3	1	0	0	0	3	3	29	41	3	21	0	43	1	0	0	2	0	5	4	1	5	0	1
Asv3727	0	2	4	2	2	3	2	12	8	10	3	13	12	12	0	1	2	0	15	4	2	2	1	0
Asv3728	0	0	0	0	0	2	2	37	65	5	29	2	65	0	1	2	1	5	4	6	3	3	1	5
Asv3729	14	5	1	1	0	3	1	5	8	3	3	1	3	1	0	0	0	0	6	0	1	14	1	4
Asv373	68	103	49	7	9	90	4	77	121	70	41	77	97	60	4	6	3	5	83	3	99	137	101	82
Asv3730	0	0	0	11	8	1	22	0	0	0	0	0	1	1	4	7	33	38	0	39	0	0	0	0
Asv3731	4	0	0	2	3	12	1	13	15	2	10	0	6	0	1	2	2	2	0	2	1	11	0	8
Asv3732	0	0	0	2	3	0	7	0	0	0	0	0	0	0	8	8	7	11	0	5	0	0	0	0
Asv3733	0	0	0	14	10	0	12	0	0	0	0	1	0	0	12	13	12	8	2	12	0	0	1	0
Asv3734	35	23	14	5	7	27	10	36	58	19	23	31	56	18	5	5	7	4	34	4	29	62	22	41
Asv3735	0	0	0	43	40	0	112	9	6	1	3	0	7	0	11	23	72	93	4	142	1	1	1	0
Asv3736	1	5	0	0	0	4	0	12	15	4	4	4	13	2	0	0	2	0	4	0	3	4	4	7
Asv3737	2	1	0	8	7	1	3	2	0	2	0	1	1	2	2	9	1	6	1	5	1	0	1	1
Asv3738	0	0	0	12	12	0	9	0	0	0	0	0	0	0	7	12	6	12	0	6	0	0	0	0
Asv3739	16	3	6	0	0	7	1	2	8	4	2	10	9	5	2	0	0	0	2	1	7	17	10	9
Asv374	0	148	86	12	12	3	13	1	1	101	0	210	0	156	8	10	1	12	172	13	218	2	224	1
Asv3740	1	5	1	6	1	1	3	1	2	4	0	1	3	4	2	4	1	2	5	2	4	11	5	3
Asv3741	1	2	2	0	0	0	1	5	7	0	2	1	13	3	0	0	0	0	3	1	1	5	2	1
Asv3742	6	4	1	5	4	3	4	6	5	4	10	4	8	4	7	5	2	2	6	2	5	13	1	11
Asv3743	0	0	1	1	0	2	2	16	21	3	5	10	25	5	2	0	0	3	16	0	4	11	4	6
Asv3744	0	3	2	6	13	0	2	0	0	3	0	8	0	2	10	9	4	1	6	6	8	0	6	0
Asv3745	10	13	5	0	0	4	0	4	12	8	3	7	9	8	0	0	2	2	13	0	2	11	7	10
Asv3746	20	11	15	23	14	16	2	15	26	15	9	12	22	9	11	8	3	6	25	7	17	35	14	27
Asv3747	3	6	0	0	1	8	18	89	135	36	64	45	112	36	1	0	8	5	50	4	5	17	7	9
Asv3748	17	0	0	0	0	15	0	24	32	0	18	0	31	0	0	0	0	0	0	0	0	39	0	17
Asv3749	12	10	6	2	0	4	0	3	11	8	3	7	13	6	0	0	0	1	18	0	14	18	12	15
Asv375	115	36	14	1	0	148	0	75	129	32	73	33	119	23	1	0	1	2	51	0	49	317	41	172
Asv3750	0	0	0	2	2	2	13	45	70	16	31	14	49	4	1	3	7	10	15	8	0	0	0	1
Asv3751	47	26	13	10	18	17	6	30	44	22	26	28	46	18	10	13	4	8	27	8	31	39	37	27
Asv3752	3	1	0	0	0	0	0	1	3	15	0	14	9	9	0	0	0	0	24	0	1	2	1	3
Asv3753	0	6	1	5	7	0	6	0	0	2	0	0	0	0	4	5	15	9	8	5	1	0	1	0
Asv3754	0	0	0	18	25	0	11	0	0	0	0	0	0	0	2	6	18	13	0	15	0	0	0	0
Asv3755	0	0	0	49	27	0	38	0	0	4	1	0	0	1	13	19	36	31	2	27	1	0	0	0
Asv3756	0	9	3	3	7	0	3	0	0	1	0	3	2	0	10	4	6	5	2	9	3	0	3	1
Asv3757	0	6	1	0	0	0	0	0	0	34	0	16	0	17	0	0	0	0	40	0	8	0	10	0
Asv3758	5	6	2	11	12	6	9	7	8	4	8	2	13	9	6	11	9	13	7	19	9	5	5	6
Asv3759	20	67	36	47	79	6	142	8	23	65	12	80	16	42	34	45	173	172	90	99	69	24	64	19
Asv376	164	10	4	0	1	201	0	129	170	4	108	8	165	6	0	1	0	0	5	0	8	254	9	126
Asv3760	0	4	0	5	8	0	3	0	1	1	0	0	1	0	5	2	7	4	2	5	2	0	3	0
Asv3761	1	7	1	21	7	10	30	54	58	14	25	21	46	8	8	4	20	23	23	35	5	12	2	7
Asv3762	0	9	3	0	0	0	0	0	0	21	0	25	0	19	0	0	0	0	33	0	10	0	5	0
Asv3763	32	1	1	1	0	29	1	41	50	1	33	3	74	0	0	1	0	1	1	0	2	40	2	26
Asv3764	22	4	1	0	0	14	0	40	25	44	25	48	74	12	0	0	0	0	61	0	2	36	3	17
Asv3765	0	0	0	2	7	0	14	1	0	0	0	0	0	0	0	3	9	12	0	26	0	0	0	0
Asv3766	0	0	0	12	10	0	13	1	2	2	1	1	0	0	9	5	16	8	1	14	0	0	1	0
Asv3767	11	1	0	0	0	12	0	15	23	3	12	2	14	1	0	0	0	0	3	0	1	17	1	24
Asv3768	2	0	0	0	0	0	7	31	43	3	23	4	38	5	0	0	2	1	3	6	0	0	0	1
Asv3769	0	4	0	13	6	0	5	2	0	1	0	2	0	2	8	6	5	6	5	1	6	0	2	0
Asv377	75	61	28	63	85	67	61	56	85	36	63	61	100	42	37	37	41	40	62	59	73	102	64	72
Asv3770	17	7	1	7	6	13	12	15	15	8	5	10	8	0	6	4	7	7	9	4	10	22	13	9
Asv3771	0	5	4	2	3	1	0	1	2	15	2	8	3	9	1	9	6	5	12	2	4	1	3	0
Asv3772	2	4	2	9	3	1	7	5	2	5	0	4	1	3	5	7	3	5	3	8	13	2	8	2
Asv3773	18	6	0	0	0	13	0	10	19	3	9	3	20	5	0	0	0	0	4	0	4	40	3	24
Asv3774	1	0	0	1	1	2	5	11	27	8	6	7	16	4	0	1	3	7	15	1	2	7	4	4
Asv3775	1	5	7	15	11	0	3	0	0	5	0	8	0	3	10	6	3	6	6	0	6	0	3	1
Asv3776	0	0	0	52	60	0	161	0	4	6	3	0	3	4	63	50	117	164	4	138	0	0	1	0
Asv3777	0	7	3	2	3	0	1	0	0	3	0	12	0	3	2	4	4	1	5	5	5	2	9	1
Asv3778	0	0	1	4	0	0	11	0	0	3	2	2	0	3	4	4	17	27	8	24	1	0	0	0
Asv3779	0	0	0	0	1	0	4	32	44	8	21	6	44	8	0	0	1	5	13	1	0	0	1	2
Asv378	92	42	20	17	25	86	23	51	92	51	54	50	87	45	21	10	22	20	63	16	43	177	38	137
Asv3780	3	3	2	0	1	4	4	0	3	2	2	2	6	5	1	1	0	1	5	0	4	4	5	3
Asv3781	0	0	0	7	6	0	23	0	0	0	0	1	2	0	6	5	14	19	2	18	0	1	0	0
Asv3782	0	1	2	5	7	0	15	0	0	7	0	2	0	2	4	8	7	11	7	13	5	0	0	0
Asv3783	4	4	2	7	9	3	12	3	4	1	2	1	5	2	2	5	4	2	2	5	1	3	4	3
Asv3784	0	0	0	26	17	0	20	0	0	0	0	0	0	0	12	9	17	20	0	18	0	0	0	1
Asv3785	3	5	2	1	1	2	1	0	5	4	0	4	1	3	0	2	0	1	6	1	3	10	4	5
Asv3786	0	0	0	8	8	0	13	2	1	0	1	1	0	1	3	3	19	18	0	19	0	0	1	0
Asv3787	1	0	0	0	0	0	6	8	23	2	10	3	24	2	2	0	3	5	3	7	0	0	0	2
Asv3788	12	0	0	0	0	5	0	4	11	0	5	0	13	0	0	0	0	0	0	0	0	13	0	7
Asv3789	0	3	8	4	7	1	1	1	4	6	3	13	1	6	6	5	1	2	15	4	9	1	9	1
Asv379	132	0	0	0	0	129	0	149	240	0	95	0	208	0	0	0	0	0	0	0	0	265	0	176
Asv3790	0	0	0	5	5	0	12	2	0	2	1	3	0	4	2	4	14	18	4	16	0	0	0	0
Asv3791	21	1	0	160	33	4	31	43	29	1	25	0	115	2	34	44	53	68	4	64	1	26	0	26
Asv3792	0	0	1	10	17	0	13	0	0	0	0	0	1	0	6	15	14	20	0	14	0	0	0	0
Asv3793	1	0	1	44	38	0	75	6	4	2	4	7	15	3	27	25	83	68	1	66	2	4	2	0
Asv3794	5	2	3	14	12	3	10	5	2	9	1	9	5	7	10	12	7	9	5	8	8	5	7	1
Asv3795	2	5	0	0	0	0	0	5	4	10	1	21	7	12	0	0	1	1	24	0	2	3	0	3
Asv3796	1	0	0	22	39	0	7	0	1	0	0	0	0	0	17	29	13	7	0	4	0	0	0	0
Asv38	344	401	207	175	205	345	68	315	312	310	203	398	409	268	176	158	46	59	408	61	478	532	515	361
Asv380	63	128	65	35	25	56	28	57	62	71	39	124	73	81	14	13	10	12	85	17	131	112	150	53
Asv381	154	16	15	1	1	111	0	140	170	23	90	24	176	21	2	1	1	0	46	0	28	239	12	181
Asv382	68	52	30	166	164	73	32	32	63	24	32	22	58	26	89	86	40	33	41	44	62	88	58	58
Asv383	75	113	53	31	20	69	16	61	43	66	37	96	65	67	15	11	10	16	102	21	159	122	157	57
Asv384	80	91	57	19	27	105	9	67	76	98	59	88	89	50	22	27	12	9	80	10	88	144	99	104
Asv385	5	173	103	94	82	8	87	11	7	143	6	158	17	103	54	67	55	52	179	62	192	21	225	13
Asv386	2	130	75	80	65	6	68	6	4	129	7	126	4	81	31	41	40	55	118	54	144	13	108	4
Asv387	0	0	0	135	166	0	185	0	0	0	1	0	0	1	160	133	162	200	1	162	0	0	1	1
Asv388	137	11	10	1	2	116	0	125	164	30	92	31	161	16	0	1	2	0	35	1	29	214	14	187
Asv389	41	74	56	0	1	48	1	62	97	106	40	120	95	90	0	2	1	0	181	0	108	99	95	56
Asv39	305	442	195	36	39	377	33	306	453	262	200	414	416	285	19	15	14	19	451	28	490	572	520	325
Asv390	83	57	28	36	27	79	9	79	113	67	39	56	89	31	24	20	21	19	83	21	42	154	50	113
Asv391	5	123	85	2	0	10	2	5	20	141	6	181	10	139	0	1	1	1	228	0	155	24	146	8
Asv392	46	75	51	1	0	51	1	65	83	116	45	115	69	96	0	0	1	0	197	1	93	100	79	72
Asv393	131	64	26	7	6	131	1	60	104	30	73	58	111	43	4	4	2	4	56	1	70	207	57	123
Asv394	103	37	26	3	2	122	1	82	109	41	47	47	95	27	0	1	2	0	46	1	66	229	64	145
Asv395	38	69	54	0	0	43	0	44	94	101	37	129	65	110	1	0	1	0	163	0	119	90	77	61
Asv396	159	39	20	8	14	156	1	120	138	18	59	26	133	18	15	6	2	3	25	5	44	205	38	109
Asv397	55	63	33	55	59	66	36	78	80	45	53	38	98	29	48	59	40	46	61	48	61	96	62	90
Asv398	5	2	1	3	1	4	10	252	723	103	295	155	608	78	0	3	16	7	131	5	1	17	2	8
Asv399	135	42	12	19	15	133	2	93	167	23	73	23	134	21	5	14	4	4	24	2	31	197	26	115
Asv4	585	805	501	156	142	610	78	589	766	887	412	904	818	600	127	143	100	95	1010	86	924	1162	916	887
Asv40	288	446	239	209	153	318	47	302	305	411	225	334	364	192	166	172	52	91	440	59	436	529	427	377
Asv400	0	151	110	15	9	0	12	0	0	132	0	180	1	118	10	13	2	6	179	7	177	0	207	1
Asv401	94	89	46	24	27	89	11	64	81	63	54	79	78	46	10	14	6	8	75	5	107	133	111	74
Asv402	0	5	1	147	125	1	156	10	10	1	7	9	7	2	183	140	165	147	4	145	2	0	3	0
Asv403	127	41	14	18	14	133	4	94	163	17	64	22	129	16	14	11	1	4	34	2	43	230	28	116
Asv404	25	114	56	3	0	27	2	19	26	130	16	146	28	94	1	2	1	2	184	1	144	64	143	29
Asv405	1	6	3	124	142	0	191	3	0	6	2	5	0	4	98	93	186	184	8	174	11	1	12	1
Asv406	95	78	42	14	12	82	3	67	98	75	46	81	108	51	4	5	2	1	89	7	86	117	95	83
Asv407	89	47	15	24	15	81	11	50	99	44	40	52	72	36	20	10	23	17	73	15	28	175	43	145
Asv408	122	0	0	0	0	117	0	148	220	0	94	0	190	0	0	0	0	0	0	0	0	238	0	169
Asv409	74	95	47	34	37	78	26	28	43	60	30	75	49	70	35	32	14	21	102	18	86	100	83	87
Asv41	392	418	219	65	67	461	14	314	403	287	269	365	435	239	29	27	10	18	321	23	494	552	501	366
Asv410	0	27	15	144	165	2	129	3	2	30	3	44	6	23	97	92	137	166	47	109	42	1	26	0
Asv411	168	17	17	0	1	113	0	130	158	23	84	24	158	15	2	1	0	0	24	1	17	184	11	148
Asv412	95	108	45	29	23	86	6	75	64	72	57	85	92	52	14	14	8	2	77	11	95	121	94	101
Asv413	84	364	226	75	74	90	34	71	109	320	53	390	100	267	38	51	29	33	370	40	385	134	405	87
Asv414	211	22	12	13	16	137	2	71	109	24	85	16	111	22	7	6	3	4	14	3	26	192	32	150
Asv415	51	82	56	32	18	54	20	49	82	99	34	79	62	57	14	13	19	20	143	19	96	125	106	79
Asv416	0	0	0	133	145	0	203	0	0	1	0	0	0	0	135	128	139	164	1	164	0	0	0	0
Asv417	208	27	13	10	10	136	7	64	110	23	68	21	118	22	2	8	3	2	24	4	38	204	29	132
Asv418	188	19	6	13	10	123	4	78	104	15	78	16	118	23	12	7	2	3	19	3	25	237	29	158
Asv419	68	37	26	148	141	63	14	43	60	26	24	36	56	17	95	116	25	44	38	35	56	104	51	65
Asv42	406	290	121	0	0	447	0	373	483	227	261	335	467	239	1	0	1	0	335	0	327	635	328	408
Asv420	64	48	34	147	194	64	38	36	54	20	21	29	45	29	54	54	31	20	28	29	55	88	53	40
Asv421	122	36	21	0	0	137	0	87	98	36	54	25	119	35	0	1	0	0	45	0	42	267	38	162
Asv422	89	79	46	10	8	98	6	59	71	55	64	99	87	71	10	11	4	3	84	1	86	123	84	86
Asv423	76	68	51	18	19	78	9	60	81	79	52	69	82	53	24	20	10	7	78	5	88	146	73	98
Asv424	169	90	33	11	13	183	4	134	168	62	87	76	134	66	3	8	3	5	85	6	110	373	80	223
Asv425	0	2	2	151	120	0	151	9	15	6	5	3	13	3	178	136	151	142	7	133	5	0	5	0
Asv426	0	6	2	142	206	0	231	2	2	3	0	3	0	4	72	64	120	152	5	196	4	0	6	0
Asv427	151	30	14	11	10	134	3	80	84	18	58	15	119	18	6	3	2	4	23	3	23	240	17	159
Asv428	117	0	0	0	0	120	0	152	214	0	73	0	182	0	0	0	0	0	0	0	0	223	0	154
Asv429	9	141	75	2	4	5	1	13	5	119	7	181	14	114	0	2	0	3	209	1	179	12	152	10
Asv43	309	427	210	210	218	346	55	270	282	303	207	377	359	261	128	144	51	42	383	68	457	455	447	362
Asv430	74	48	34	64	66	57	32	67	89	34	55	57	92	54	18	26	34	28	49	60	57	71	81	57
Asv431	59	261	154	31	38	57	27	51	60	219	36	255	76	150	21	28	9	19	236	22	260	98	260	65
Asv432	118	12	6	1	1	106	0	107	164	31	68	18	151	9	0	1	0	0	44	2	26	205	17	169
Asv433	0	23	7	160	216	0	147	6	4	24	1	32	3	25	55	80	110	112	40	127	34	1	29	2
Asv434	206	46	26	0	2	222	1	135	200	45	78	41	165	37	0	2	1	2	73	1	78	449	75	265
Asv435	131	8	2	0	0	131	0	132	170	8	98	6	166	4	0	1	0	0	9	0	7	236	14	107
Asv436	85	37	33	22	22	83	20	43	87	42	40	44	73	28	18	9	17	16	59	8	36	173	30	153
Asv437	141	10	8	2	2	108	0	127	148	32	68	15	145	9	2	0	0	0	34	3	17	218	6	149
Asv438	113	0	0	0	0	103	0	144	224	0	101	0	181	0	0	0	0	0	0	0	0	219	0	108
Asv439	53	93	56	20	18	62	19	34	59	69	27	83	44	78	13	16	14	23	112	13	84	105	121	60
Asv44	351	285	172	59	58	512	50	450	567	157	282	214	629	204	35	32	22	30	190	44	372	722	380	425
Asv440	109	43	26	3	8	131	2	63	84	35	56	45	90	33	5	2	5	2	45	1	70	164	73	102
Asv441	98	29	19	2	0	119	1	68	134	23	44	27	94	26	0	0	0	0	45	0	31	287	25	145
Asv442	0	1	0	110	144	0	141	0	0	1	0	1	1	0	155	130	167	181	0	149	0	0	0	0
Asv443	157	34	10	7	8	140	3	83	98	14	73	19	83	13	9	4	3	4	25	3	21	194	27	170
Asv444	0	0	0	96	76	1	229	0	0	0	0	0	0	0	47	54	210	237	0	215	0	0	0	0
Asv445	106	54	21	11	7	110	4	75	101	29	61	56	95	46	3	9	2	1	45	2	52	174	63	112
Asv446	20	138	64	2	1	27	2	19	23	113	17	108	23	95	0	0	2	4	172	4	133	61	131	40
Asv447	106	13	15	0	1	85	1	106	128	17	59	31	131	20	0	1	0	3	41	2	18	189	26	169
Asv448	47	53	18	135	145	61	38	37	52	14	24	31	33	22	68	63	30	39	33	28	32	70	45	30
Asv449	63	79	50	5	3	90	1	41	56	52	28	76	52	44	4	1	2	1	102	0	67	197	97	115
Asv45	363	305	133	0	0	397	1	339	496	251	255	348	450	255	1	0	0	0	343	0	294	641	360	424
Asv450	62	37	31	58	63	74	44	54	72	49	57	58	91	36	21	27	28	23	47	51	64	81	84	44
Asv451	93	29	15	7	12	147	3	82	131	22	69	19	115	19	5	5	4	3	36	3	32	185	34	126
Asv452	8	122	49	33	69	7	56	8	13	53	4	113	10	102	21	25	24	27	101	48	122	12	130	5
Asv453	52	50	20	51	56	45	45	60	87	33	38	48	88	34	29	21	38	40	56	56	49	76	66	58
Asv454	29	118	46	3	4	23	1	18	29	100	20	160	22	119	0	1	1	2	137	0	154	47	168	29
Asv455	4	115	67	51	44	5	39	6	19	82	3	96	12	73	31	36	29	40	120	29	116	12	144	10
Asv456	100	37	30	6	10	97	3	60	81	34	41	34	89	30	3	6	4	1	51	4	66	186	55	113
Asv457	164	30	14	7	7	117	3	70	94	14	70	13	92	14	4	6	4	3	23	2	24	191	26	158
Asv458	108	0	0	0	0	129	0	132	172	0	86	0	171	0	0	0	0	0	0	0	0	217	0	166
Asv459	95	0	0	0	0	102	0	137	214	0	55	0	161	0	0	0	0	0	0	0	0	228	1	181
Asv46	361	265	135	0	0	421	1	328	478	252	263	340	399	225	0	0	0	0	375	2	276	700	320	477
Asv460	7	151	98	19	11	12	3	10	7	83	8	146	15	109	2	12	4	5	138	5	174	12	209	8
Asv461	117	15	4	4	1	182	1	149	152	7	88	12	127	5	0	0	3	0	19	1	14	222	12	117
Asv462	94	82	29	36	24	87	14	92	107	45	51	59	95	33	14	12	7	2	55	9	64	139	66	85
Asv463	117	5	3	0	1	141	0	122	159	4	59	4	152	2	0	1	0	0	4	1	9	231	6	119
Asv464	125	13	6	3	3	117	1	104	151	22	63	19	135	15	1	0	0	4	27	1	18	190	9	166
Asv465	3	107	54	60	56	5	38	3	11	72	3	116	9	85	34	33	29	30	104	44	123	18	130	2
Asv466	22	107	66	3	1	21	1	27	35	111	21	139	26	110	1	2	1	2	164	3	132	50	121	28
Asv467	69	64	36	30	20	76	7	49	76	58	60	65	64	42	16	10	12	6	69	5	85	108	82	80
Asv468	44	91	42	30	20	54	19	43	52	79	25	84	43	49	12	14	10	14	110	17	93	79	104	71
Asv469	139	7	1	0	0	170	0	118	157	3	76	10	141	6	0	0	0	0	3	0	5	189	6	110
Asv47	390	305	155	43	52	548	47	421	561	167	345	219	607	177	19	23	22	16	195	34	356	645	380	370
Asv470	7	145	105	24	16	6	5	11	16	123	8	129	10	98	17	13	3	12	174	6	183	20	169	10
Asv471	0	5	4	70	79	1	222	17	23	7	11	13	16	14	60	57	125	145	24	181	6	0	9	2
Asv472	55	96	54	20	25	68	16	33	55	69	22	105	60	55	11	13	10	5	97	25	113	83	122	65
Asv473	120	15	7	0	1	95	1	97	136	20	59	28	116	22	2	0	1	0	37	0	21	161	27	124
Asv474	50	100	34	12	12	78	3	62	91	74	56	55	88	44	8	5	7	4	68	1	52	128	74	89
Asv475	52	49	20	139	173	41	39	35	44	15	35	27	27	22	55	63	29	19	27	38	49	60	53	45
Asv476	68	85	44	24	18	80	13	56	51	46	37	63	70	34	12	17	10	1	68	6	75	132	76	80
Asv477	100	0	0	0	0	86	0	128	196	0	87	0	172	0	0	0	0	0	0	0	0	174	0	133
Asv478	53	42	18	144	133	69	28	45	50	21	24	25	50	24	61	75	24	25	33	26	42	93	55	45
Asv479	71	89	70	16	12	56	7	27	38	75	17	49	38	55	23	13	12	9	88	8	73	122	96	92
Asv48	269	295	135	0	0	389	0	338	514	280	209	249	443	228	0	1	0	1	469	0	208	805	253	471
Asv480	92	42	25	3	2	90	0	54	86	39	36	47	78	36	3	2	1	0	56	6	52	201	47	131
Asv481	60	46	31	57	54	55	32	54	82	39	39	48	87	26	35	32	38	29	50	32	33	86	53	59
Asv482	14	122	65	2	3	5	1	3	8	135	4	149	13	101	1	2	0	3	217	0	103	17	97	7
Asv483	109	29	7	0	2	153	0	105	148	12	81	12	142	11	0	0	0	0	10	2	17	218	18	100
Asv484	0	4	1	91	114	0	207	17	23	11	15	26	24	12	55	38	126	118	22	186	8	0	10	0
Asv485	88	34	28	2	2	98	1	55	96	27	45	41	82	34	0	1	2	1	58	1	40	186	48	90
Asv486	59	54	23	44	57	40	29	51	68	33	45	43	94	40	26	31	26	24	45	40	41	76	49	51
Asv487	9	102	61	36	38	6	28	9	8	91	9	90	14	53	39	61	37	43	116	33	95	10	111	14
Asv488	7	101	65	81	40	6	32	13	12	89	2	81	8	72	49	40	37	47	112	32	87	4	95	3
Asv489	74	57	36	14	17	90	9	23	30	54	15	55	43	43	12	10	2	5	84	9	89	141	93	89
Asv49	266	368	231	198	152	295	51	295	296	310	209	335	351	205	130	128	55	59	358	60	406	479	386	350
Asv490	159	7	2	0	1	156	0	90	150	2	84	4	138	5	0	0	0	0	6	0	6	198	4	85
Asv491	1	167	71	0	1	2	0	1	3	121	2	89	2	69	1	0	0	0	155	0	178	8	163	8
Asv492	41	52	47	0	1	32	0	63	71	84	26	100	73	74	0	0	0	1	137	1	62	105	65	59
Asv493	84	0	0	0	0	74	0	129	203	0	71	0	189	0	0	0	0	0	0	0	0	203	0	121
Asv494	61	40	28	47	68	43	38	58	76	31	47	50	97	29	19	29	27	35	49	34	64	64	59	63
Asv495	1	149	89	15	9	0	5	0	0	132	0	153	2	96	8	8	9	3	145	5	159	1	153	0
Asv496	79	105	48	6	12	62	4	30	52	57	27	74	36	58	23	10	5	5	74	2	91	105	109	80
Asv497	82	30	20	6	3	117	0	48	77	25	48	50	79	41	8	3	3	3	37	4	49	151	44	131
Asv498	75	73	47	35	44	63	25	27	27	34	24	62	35	43	18	19	6	11	48	22	104	72	95	49
Asv499	107	10	9	2	1	91	0	110	134	26	68	21	122	18	0	0	1	2	34	2	18	201	7	132
Asv5	664	878	443	152	173	701	95	551	716	577	411	890	747	605	66	59	53	43	714	78	1063	803	975	571
Asv50	396	252	175	107	91	409	32	295	405	243	238	335	397	157	74	87	38	38	299	49	346	609	329	497
Asv500	0	0	0	104	100	0	117	0	0	0	0	0	3	0	157	120	151	160	1	121	0	0	0	0
Asv501	96	76	44	24	24	62	9	46	76	50	36	59	68	52	11	8	1	6	58	13	86	120	70	70
Asv502	39	110	76	2	1	26	0	22	19	108	11	121	22	82	0	2	1	3	154	4	122	38	130	35
Asv503	99	98	58	12	14	56	7	26	34	64	25	76	31	56	18	16	6	5	72	9	116	103	98	69
Asv504	117	392	227	82	64	86	33	86	101	313	52	425	107	257	42	35	28	28	387	44	451	123	488	98
Asv505	4	118	91	0	1	2	0	1	2	112	2	94	2	54	0	0	0	0	184	1	164	6	144	5
Asv506	61	65	37	36	24	43	19	34	34	57	30	69	51	47	37	31	11	14	65	16	61	97	61	79
Asv507	128	25	14	5	8	133	2	68	91	17	61	19	91	22	7	5	6	2	20	4	21	186	23	115
Asv508	100	10	6	8	6	100	11	104	132	12	70	20	137	6	7	5	9	5	32	14	15	154	13	105
Asv509	25	125	47	3	2	31	2	19	25	100	12	116	25	88	1	0	3	0	120	2	134	46	140	31
Asv51	321	192	102	135	104	282	63	256	472	205	191	250	356	185	60	85	82	107	369	67	226	617	195	383
Asv510	0	140	73	8	9	0	7	0	0	85	0	145	0	102	9	6	1	9	125	9	162	0	152	1
Asv511	3	1	2	2	2	0	7	97	285	31	115	65	228	39	0	4	4	3	57	7	5	6	2	0
Asv512	5	138	83	0	0	6	0	2	1	78	2	103	4	81	0	0	0	0	112	0	206	5	179	4
Asv513	86	0	0	0	0	87	0	108	156	0	81	0	154	0	0	0	0	0	0	0	1	205	0	142
Asv514	53	42	22	105	105	62	23	32	54	26	24	23	48	15	56	71	33	34	32	23	45	68	50	36
Asv515	91	110	51	13	23	71	6	23	33	44	32	95	32	57	10	6	7	4	67	2	108	86	111	56
Asv516	26	95	47	1	0	37	3	20	18	93	9	110	25	90	0	0	0	6	112	2	132	38	137	24
Asv517	39	33	17	103	108	42	25	21	60	16	16	32	47	18	87	70	29	32	30	20	36	78	47	31
Asv518	9	89	60	1	0	7	1	4	4	113	3	150	13	101	1	1	1	2	154	2	123	14	118	4
Asv519	70	60	41	24	22	70	9	53	61	42	54	73	51	36	11	14	3	3	52	5	81	111	77	78
Asv52	399	305	185	119	119	407	50	328	402	200	271	324	433	167	66	67	26	34	280	57	326	520	330	377
Asv520	62	58	37	11	12	73	1	49	63	77	34	62	83	40	8	5	3	4	93	4	56	107	54	69
Asv521	31	88	49	1	0	47	0	21	34	59	9	91	20	71	0	1	0	1	113	1	95	69	133	55
Asv522	95	30	15	11	8	123	3	82	128	17	66	22	111	6	8	10	5	4	19	2	28	179	32	77
Asv523	96	7	5	4	5	107	2	78	134	10	55	5	143	4	7	6	5	3	4	3	7	186	8	129
Asv524	136	17	8	9	4	114	0	61	94	16	65	17	68	12	6	5	9	1	8	6	23	162	18	125
Asv525	139	3	2	0	0	160	1	108	133	3	70	5	120	5	0	0	0	0	2	1	6	158	8	87
Asv526	71	61	36	2	4	95	2	31	50	41	36	58	44	38	0	3	1	0	64	0	71	133	93	84
Asv527	0	0	0	79	72	0	241	0	0	0	0	0	0	0	30	42	152	163	0	201	0	0	0	0
Asv528	7	105	50	0	2	5	3	7	4	87	2	161	9	131	1	2	0	0	160	0	134	17	139	10
Asv529	65	53	10	43	32	59	35	45	70	34	56	39	93	19	15	25	32	22	43	30	54	70	50	45
Asv53	278	385	176	191	133	281	60	233	282	312	208	340	327	179	134	118	52	43	343	67	379	422	399	326
Asv530	64	61	31	26	28	46	23	25	30	42	21	58	32	45	28	15	9	22	52	18	65	74	82	57
Asv531	85	9	5	7	9	68	9	110	115	12	70	19	119	7	4	4	9	5	19	12	18	134	10	91
Asv532	224	55	22	24	14	179	8	137	165	32	84	31	125	29	16	13	7	7	40	7	52	335	54	193
