ASV	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species
Asv2948	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv2949	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv2952	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv2951	Bacteria	Actinobacteria	Actinobacteria					
Asv2954	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv2953	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycineae	Streptomycetaceae	Streptomyces	
Asv2950	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae			
Asv2955	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv2956	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv2957	Bacteria	Bacteroidetes						
Asv2959	Bacteria	Verrucomicrobia						
Asv2961	Bacteria	Cyanobacteria						
Asv2960	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae			
Asv2958	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv2963	Bacteria	Actinobacteria	Actinobacteria					
Asv2962	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales				
Asv2964	Bacteria	Proteobacteria	Deltaproteobacteria					
Asv2966	Bacteria	Cyanobacteria						
Asv2969	Bacteria	Cyanobacteria						
Asv2968	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv2967	Bacteria	Actinobacteria	Actinobacteria	Frankiales				
Asv2965	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv2970	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv2971	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv2972	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv2974	Bacteria							
Asv2975	Bacteria	Actinobacteria	Actinobacteria					
Asv2976	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales				
Asv2977	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv2973	Bacteria							
Asv2978	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv2979	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv2980	Bacteria	Actinobacteria						
Asv2982	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv2983	Bacteria	Cyanobacteria						
Asv2984	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv2986	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv2985	Bacteria	Proteobacteria	Deltaproteobacteria					
Asv2981	Bacteria							
Asv2987	Bacteria	Proteobacteria	Alphaproteobacteria					
Asv2988	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv2989	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv2991	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv2992	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv2993	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv2994	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv2995	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv2996	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv2990	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv2997	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv2998	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv2999	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3001	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		
Asv3002	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3003	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3004	Bacteria	Cyanobacteria						
Asv3000	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus		
Asv3005	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3007	Bacteria	Cyanobacteria						
Asv3006	Bacteria	Proteobacteria	Alphaproteobacteria					
Asv3010	Bacteria	Cyanobacteria						
Asv3009	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales				
Asv3011	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3008	Bacteria	Cyanobacteria						
Asv3013	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3012	Bacteria							
Asv3014	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv3016	Bacteria							
Asv3018	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		
Asv3017	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales				
Asv3015	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae			
Asv3019	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv3020	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv3021	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales				
Asv3024	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv3025	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3023	Bacteria	Cyanobacteria						
Asv3022	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae			
Asv3027	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv3026	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3028	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3030	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3031	Bacteria	Proteobacteria						
Asv3032	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv3029	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3033	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3034	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv3035	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium		
Asv3038	Bacteria	Cyanobacteria						
Asv3037	Bacteria	Proteobacteria	Alphaproteobacteria					
Asv3040	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3041	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3039	Bacteria	Proteobacteria						
Asv3042	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3036	Bacteria	Cyanobacteria						
Asv3043	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium		
Asv3044	Bacteria	Bacteroidetes						
Asv3045	Bacteria	Verrucomicrobia	Opitutae					
Asv3047	Bacteria	Actinobacteria	Actinobacteria					
Asv3046	Bacteria	Actinobacteria	Actinobacteria					
Asv3049	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3048	Bacteria	Proteobacteria	Alphaproteobacteria					
Asv3050	Bacteria	Proteobacteria	Alphaproteobacteria					
Asv3052	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3053	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales				
Asv3051	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3055	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales				
Asv3054	Bacteria	Cyanobacteria						
Asv3056	Bacteria	Proteobacteria	Betaproteobacteria					
Asv3058	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3059	Bacteria	Cyanobacteria						
Asv3060	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		
Asv3057	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv3062	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv3063	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3061	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium		
Asv3066	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3065	Bacteria	Actinobacteria	Actinobacteria	Frankiales				
Asv3067	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycineae	Streptomycetaceae	Streptomyces	
Asv3064	Bacteria	Actinobacteria						
Asv3068	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3070	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3069	Bacteria	Proteobacteria	Betaproteobacteria					
Asv3072	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv3073	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv3074	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae			
Asv3076	Bacteria	Cyanobacteria						
Asv3075	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3077	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae			
Asv3071	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales				
Asv3079	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		
Asv3078	Bacteria	Cyanobacteria						
Asv3080	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv3082	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv3083	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3084	Bacteria	Proteobacteria						
Asv3085	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv3086	Bacteria	Actinobacteria						
Asv3081	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales				
Asv3088	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae			
Asv3087	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales				
Asv3089	Bacteria							
Asv3092	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv3091	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycineae	Streptomycetaceae	Streptomyces	
Asv3093	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3090	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3095	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3096	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv3094	Bacteria	Proteobacteria	Betaproteobacteria					
Asv3098	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3099	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3100	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3097	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3101	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3102	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae			
Asv3103	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv3106	Bacteria	Actinobacteria	Actinobacteria					
Asv3105	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae			
Asv3107	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3109	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae			
Asv3108	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3110	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv3104	Bacteria	Proteobacteria	Alphaproteobacteria					
Asv3112	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv3111	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales				
Asv3113	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales				
Asv3115	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv3116	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3119	Bacteria	Cyanobacteria						
Asv3114	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv3118	Bacteria	Verrucomicrobia	Opitutae					
Asv3117	Bacteria	Cyanobacteria						
Asv3120	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv3122	Bacteria	Bacteroidetes						
Asv3124	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv3123	Bacteria	Proteobacteria	Deltaproteobacteria					
Asv3125	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv3121	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3126	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae			
Asv3127	Bacteria	Cyanobacteria						
Asv3128	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3130	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv3131	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3132	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3134	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv3133	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv3129	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales				
Asv3135	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3137	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales				
Asv3136	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3139	Bacteria	Proteobacteria						
Asv3140	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae			
Asv3141	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		
Asv3142	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv3144	Bacteria	Actinobacteria						
Asv3145	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3138	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3143	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycineae	Streptomycetaceae	Streptomyces	
Asv3146	Bacteria	Actinobacteria	Actinobacteria					
Asv3147	Bacteria							
Asv3149	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3150	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv3148	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3151	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3152	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales				
Asv3153	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv3156	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv3155	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv3157	Bacteria	Bacteroidetes						
Asv3154	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3158	Bacteria							
Asv3159	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3160	Bacteria	Proteobacteria	Alphaproteobacteria					
Asv3162	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae			
Asv3163	Bacteria	Proteobacteria						
Asv3164	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3161	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae			
Asv3165	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3166	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv3167	Bacteria	Cyanobacteria						
Asv3168	Bacteria	Actinobacteria						
Asv3171	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv3169	Bacteria	Actinobacteria	Actinobacteria	Frankiales				
Asv3172	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv3173	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter		
Asv3174	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales				
Asv3170	Bacteria	Proteobacteria						
Asv3175	Bacteria	Actinobacteria						
Asv3179	Bacteria	Actinobacteria	Actinobacteria					
Asv3176	Bacteria	Proteobacteria	Betaproteobacteria					
Asv3177	Bacteria	Bacteroidetes	Chitinophagia					
Asv3178	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae			
Asv3180	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3181	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv3182	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium		
Asv3184	Bacteria	Cyanobacteria						
Asv3185	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium		
Asv3186	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3183	Bacteria	Actinobacteria	Actinobacteria					
Asv3187	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv3188	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3189	Bacteria	Cyanobacteria						
Asv3191	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3192	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3194	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv3190	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3193	Bacteria	Actinobacteria						
Asv3195	Bacteria							
Asv3196	Bacteria	Actinobacteria						
Asv3198	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae			
Asv3199	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae			
Asv3201	Bacteria	Cyanobacteria						
Asv3200	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3202	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3203	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3205	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3197	Bacteria	Proteobacteria	Betaproteobacteria					
Asv3204	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae			
Asv3206	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3209	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3207	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3212	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv3211	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv3208	Bacteria	Proteobacteria	Betaproteobacteria					
Asv3210	Bacteria	Cyanobacteria						
Asv3213	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3214	Bacteria	Verrucomicrobia	Opitutae					
Asv3216	Bacteria	Proteobacteria	Deltaproteobacteria					
Asv3218	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3217	Bacteria	Proteobacteria	Gammaproteobacteria					
Asv3219	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3215	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3221	Bacteria	Cyanobacteria						
Asv3220	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales				
Asv3222	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv3225	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv3224	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales				
Asv3226	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3223	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3227	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales				
Asv3229	Bacteria	Cyanobacteria						
Asv3228	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv3231	Bacteria	Proteobacteria						
Asv3232	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales				
Asv3233	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3230	Bacteria	Actinobacteria	Actinobacteria					
Asv3234	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales				
Asv3235	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3236	Bacteria	Bacteroidetes						
Asv3239	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae			
Asv3240	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3238	Bacteria	Cyanobacteria						
Asv3237	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3241	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3243	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv3245	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv3242	Bacteria	Proteobacteria	Deltaproteobacteria					
Asv3246	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv3244	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae			
Asv3247	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycineae	Streptomycetaceae	Streptomyces	
Asv3248	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv3250	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		
Asv3249	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3251	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter		
Asv3252	Bacteria	Actinobacteria						
Asv3254	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3255	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3256	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae			
Asv3253	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3257	Bacteria	Proteobacteria	Deltaproteobacteria					
Asv3260	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3259	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv3258	Bacteria							
Asv3262	Bacteria	Actinobacteria						
Asv3263	Bacteria	Cyanobacteria						
Asv3265	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3264	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter		
Asv3266	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3267	Bacteria							
Asv3261	Bacteria	Verrucomicrobia	Opitutae					
Asv3268	Bacteria							
Asv3269	Bacteria	Actinobacteria	Actinobacteria					
Asv3270	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3273	Bacteria	Bacteroidetes						
Asv3272	Bacteria	Cyanobacteria						
Asv3274	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv3275	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae			
Asv3276	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv3277	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3278	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3271	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycineae	Streptomycetaceae	Streptomyces	
Asv3280	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv3279	Bacteria	Actinobacteria	Actinobacteria	Frankiales				
Asv3281	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
