ASV	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species
Asv3284	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3283	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3285	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3282	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3287	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv3286	Bacteria	Bacteroidetes	Cytophagia					
Asv3288	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv3290	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3291	Bacteria	Bacteroidetes						
Asv3289	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3293	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3292	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3294	Bacteria	Proteobacteria						
Asv3296	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales				
Asv3297	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycineae	Streptomycetaceae	Streptomyces	
Asv3298	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycineae	Streptomycetaceae	Streptomyces	
Asv3295	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv3299	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter		
Asv3300	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv3301	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium		
Asv3303	Bacteria	Actinobacteria						
Asv3304	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae			
Asv3305	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3306	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv3307	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae			
Asv3308	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae			
Asv3302	Bacteria	Cyanobacteria						
Asv3310	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3309	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3311	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		
Asv3313	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3314	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3315	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv3312	Bacteria	Actinobacteria	Acidimicrobiia					
Asv3316	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv3317	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus		
Asv3318	Bacteria	Actinobacteria						
Asv3320	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3321	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		
Asv3322	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales				
Asv3324	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3319	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3323	Bacteria	Verrucomicrobia	Opitutae					
Asv3325	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales				
Asv3326	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3327	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae			
Asv3329	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv3330	Bacteria	Bacteroidetes	Chitinophagia					
Asv3331	Bacteria	Bacteroidetes	Chitinophagia					
Asv3332	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia		
Asv3328	Bacteria							
Asv3333	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3334	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		
Asv3335	Bacteria	Actinobacteria	Actinobacteria					
Asv3337	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv3338	Bacteria	Verrucomicrobia						
Asv3339	Bacteria							
Asv3340	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3336	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus		
Asv3341	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter		
Asv3342	Bacteria							
Asv3343	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae			
Asv3345	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae			
Asv3346	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3347	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3348	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3349	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv3344	Bacteria							
Asv3351	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv3350	Bacteria	Proteobacteria	Deltaproteobacteria					
Asv3352	Bacteria	Verrucomicrobia						
Asv3354	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3355	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3356	Bacteria	Proteobacteria						
Asv3358	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		
Asv3359	Bacteria	Cyanobacteria						
Asv3357	Bacteria	Cyanobacteria						
Asv3360	Bacteria	Cyanobacteria						
Asv3362	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3353	Bacteria	Proteobacteria	Betaproteobacteria					
Asv3361	Bacteria							
Asv3363	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		
Asv3364	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3366	Bacteria	Cyanobacteria						
Asv3365	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv3368	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3369	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae			
Asv3367	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter		
Asv3371	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter		
Asv3372	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		
Asv3373	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv3370	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3375	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3376	Bacteria	Bacteroidetes						
Asv3374	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales				
Asv3378	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3379	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv3380	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv3381	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3383	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv3382	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae			
Asv3377	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3384	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales				
Asv3385	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3387	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium		
Asv3388	Bacteria	Cyanobacteria						
Asv3389	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3390	Bacteria	Verrucomicrobia						
Asv3386	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3391	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv3393	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae			
Asv3392	Bacteria	Cyanobacteria						
Asv3395	Bacteria	Bacteroidetes	Cytophagia					
Asv3397	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv3396	Bacteria	Actinobacteria	Acidimicrobiia					
Asv3394	Bacteria	Verrucomicrobia						
Asv3398	Bacteria							
Asv3399	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv3400	Bacteria							
Asv3403	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3402	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3404	Bacteria	Bacteroidetes						
Asv3401	Bacteria	Proteobacteria						
Asv3406	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv3405	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium		
Asv3407	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3409	Bacteria							
Asv3411	Bacteria	Verrucomicrobia						
Asv3410	Bacteria	Actinobacteria	Actinobacteria	Frankiales				
Asv3408	Bacteria	Cyanobacteria						
Asv3412	Bacteria	Proteobacteria	Alphaproteobacteria					
Asv3414	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales				
Asv3413	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter		
Asv3416	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae			
Asv3417	Bacteria	Cyanobacteria						
Asv3418	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3419	Bacteria	Actinobacteria	Actinobacteria					
Asv3420	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3421	Bacteria	Bacteroidetes						
Asv3415	Bacteria	Proteobacteria	Deltaproteobacteria					
Asv3422	Bacteria	Verrucomicrobia	Opitutae					
Asv3423	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3424	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3426	Bacteria	Cyanobacteria						
Asv3427	Bacteria	Cyanobacteria						
Asv3428	Bacteria	Verrucomicrobia	Opitutae					
Asv3429	Bacteria	Cyanobacteria						
Asv3430	Bacteria	Proteobacteria	Betaproteobacteria					
Asv3425	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv3431	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae			
Asv3432	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales				
Asv3433	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		
Asv3435	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3437	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae			
Asv3436	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3438	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas		
Asv3434	Bacteria	Proteobacteria						
Asv3439	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv3440	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales				
Asv3441	Bacteria	Cyanobacteria						
Asv3444	Bacteria	Cyanobacteria						
Asv3443	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3442	Bacteria	Cyanobacteria						
Asv3445	Bacteria	Bacteroidetes	Chitinophagia					
Asv3446	Bacteria	Proteobacteria	Deltaproteobacteria					
Asv3447	Bacteria	Proteobacteria	Betaproteobacteria					
Asv3449	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3450	Bacteria	Bacteroidetes						
Asv3451	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3452	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv3448	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv3453	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		
Asv3454	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		
Asv3455	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3457	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3459	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3458	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae			
Asv3456	Bacteria	Proteobacteria						
Asv3462	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv3461	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3460	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycineae	Streptomycetaceae	Streptomyces	
Asv3465	Bacteria	Cyanobacteria						
Asv3464	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3468	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3466	Bacteria							
Asv3467	Bacteria	Proteobacteria	Betaproteobacteria					
Asv3463	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales				
Asv3469	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus		
Asv3470	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycineae	Streptomycetaceae	Streptomyces	
Asv3471	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium		
Asv3473	Bacteria	Verrucomicrobia	Opitutae					
Asv3474	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv3472	Bacteria	Proteobacteria	Gammaproteobacteria					
Asv3475	Bacteria	Verrucomicrobia						
Asv3476	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter		
Asv3477	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3479	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		
Asv3480	Bacteria							
Asv3481	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3478	Bacteria	Actinobacteria	Acidimicrobiia					
Asv3482	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae			
Asv3483	Bacteria	Verrucomicrobia	Opitutae					
Asv3484	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium		
Asv3486	Bacteria	Verrucomicrobia						
Asv3487	Bacteria	Cyanobacteria						
Asv3488	Bacteria	Bacteroidetes	Cytophagia					
Asv3490	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3485	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales				
Asv3489	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales				
Asv3491	Bacteria	Actinobacteria	Actinobacteria	Frankiales				
Asv3494	Bacteria	Verrucomicrobia	Opitutae					
Asv3492	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales				
Asv3497	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3495	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae			
Asv3496	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3493	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales				
Asv3498	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3499	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3500	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales				
Asv3502	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3503	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3504	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3505	Bacteria							
Asv3506	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3501	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales				
Asv3507	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3509	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv3508	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3511	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae			
Asv3512	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae			
Asv3513	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3514	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3516	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3515	Bacteria							
Asv3510	Bacteria	Proteobacteria	Deltaproteobacteria					
Asv3517	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3519	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3518	Bacteria							
Asv3521	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae			
Asv3522	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		
Asv3523	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3520	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3524	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter		
Asv3526	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv3525	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales				
Asv3529	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus		
Asv3528	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales				
Asv3530	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3527	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv3531	Bacteria	Actinobacteria						
Asv3532	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3533	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales				
Asv3535	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv3536	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3537	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3539	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3534	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv3538	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycineae	Streptomycetaceae	Streptomyces	
Asv3541	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3540	Bacteria	Verrucomicrobia	Opitutae					
Asv3543	Bacteria	Actinobacteria						
Asv3545	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3544	Bacteria	Proteobacteria	Alphaproteobacteria					
Asv3546	Bacteria	Cyanobacteria						
Asv3542	Bacteria							
Asv3547	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv3549	Bacteria	Actinobacteria	Actinobacteria					
Asv3548	Bacteria	Bacteroidetes						
Asv3551	Bacteria	Actinobacteria						
Asv3550	Bacteria	Actinobacteria						
Asv3552	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv3553	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae			
Asv3554	Bacteria	Verrucomicrobia						
Asv3557	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv3558	Bacteria	Proteobacteria	Betaproteobacteria					
Asv3556	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales				
Asv3559	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv3560	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv3561	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter		
Asv3555	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales				
Asv3563	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv3562	Bacteria	Bacteroidetes						
Asv3564	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales				
Asv3566	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv3567	Bacteria	Cyanobacteria						
Asv3568	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
